drug_name,num_prescriber,total_cost
WAYNE,LISINOPRIL,1,110.09
WAYNE,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,211.49
WAYNE,METFORMIN HCL,1,83.78
WAYNE,PRAVASTATIN SODIUM,1,532.92
WAYNE,PREDNISONE,1,459.33
WAYNE,PROAIR HFA,1,976.16
WAYNE,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,169.83
WAYNE,TIZANIDINE HCL,1,212.46
WAYNE,TRAMADOL HCL,1,49.85
WAYNE,VOLTAREN,1,1123.14
BURIS,AMOXICILLIN,1,99.49
BURIS,CEPHALEXIN,1,82.95
BURIS,CLINDAMYCIN HCL,1,100.85
BURIS,HYDROCODONE-ACETAMINOPHEN,1,1205.18
BURIS,OXYCODONE-ACETAMINOPHEN,1,200.12
BURIS,PENICILLIN V POTASSIUM,1,349.12
BURIS,PROMETHAZINE HCL,1,70.91
DONALD,AZITHROMYCIN,1,176.52
DONALD,CAYSTON,1,73080.7
DONALD,CREON,1,21176.44
DONALD,ORKAMBI,1,239982.05
ENTYVIO,12,799802.92
ONMEL,2,36455.520000000004
FRED,ACETAMINOPHEN-CODEINE,1,174.76
FRED,AMOXICILLIN,2,328.06
FRED,CHLORHEXIDINE GLUCONATE,1,231.95
FRED,CLINDAMYCIN HCL,1,60.05
REA LO 40,4,6497.6900000000005
DAVID,AMOXICILLIN,3,337.47
LIORESAL INTRATHECAL,6,111950.05
MINIPRESS,2,2013.51
DEXTROSE 5%-POTASSIUM CHLORIDE,1,166.11
JOLESSA,2,1970.3400000000001
RENA-VITE RX,3,728.97
VOL-CARE RX,5,1406.16
LOFIBRA,18,32609.079999999994
CLINPRO 5000,7,998.29
ZERIT,5,25949.41
ANGELINE,ALENDRONATE SODIUM,1,300.65
ANGELINE,ALLOPURINOL,1,340.5
ANGELINE,ALPRAZOLAM,1,101.82
ANGELINE,AMITIZA,1,5024.25
ANGELINE,AMLODIPINE BESYLATE,1,576.52
ANGELINE,ATENOLOL,1,62.97
ANGELINE,ATORVASTATIN CALCIUM,1,2545.63
ANGELINE,BUPROPION XL,1,1544.6
ANGELINE,CARBIDOPA-LEVODOPA,1,522.67
ANGELINE,CARBIDOPA-LEVODOPA ER,1,881.64
ANGELINE,CARTIA XT,1,389.46
ANGELINE,CARVEDILOL,1,139.85
ANGELINE,CITALOPRAM HBR,1,376.27
ANGELINE,CLONAZEPAM,1,310.94
ANGELINE,CLOPIDOGREL,1,236.94
ANGELINE,COMBIVENT RESPIMAT,1,7975.25
ANGELINE,CRESTOR,1,11969.5
ANGELINE,DICLOFENAC SODIUM,1,262.46
ANGELINE,DILTIAZEM 24HR ER,1,741.78
ANGELINE,DONEPEZIL HCL,1,285.89
ANGELINE,DULOXETINE HCL,1,2585.4
ANGELINE,ENALAPRIL MALEATE,1,966.92
ANGELINE,ESCITALOPRAM OXALATE,1,558.22
ANGELINE,ESTRADIOL,1,1066.0
ANGELINE,FLUOXETINE HCL,1,575.59
ANGELINE,FLUTICASONE PROPIONATE,1,739.45
ANGELINE,FUROSEMIDE,1,339.47
ANGELINE,GABAPENTIN,1,1446.17
ANGELINE,GLIPIZIDE,1,93.5
ANGELINE,HYDROCHLOROTHIAZIDE,1,178.48
ANGELINE,HYDROCODONE-ACETAMINOPHEN,1,2076.4
ANGELINE,IRBESARTAN,1,468.14
ANGELINE,KLOR-CON M20,1,737.45
ANGELINE,LEVOTHYROXINE SODIUM,1,4752.04
ANGELINE,LISINOPRIL,1,693.19
ANGELINE,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,70.67
ANGELINE,LORAZEPAM,1,188.38
ANGELINE,LOSARTAN POTASSIUM,1,898.95
ANGELINE,LOSARTAN-HYDROCHLOROTHIAZIDE,1,1120.15
ANGELINE,LOVASTATIN,1,343.57
ANGELINE,LYRICA,1,15171.7
ANGELINE,MELOXICAM,1,89.15
ANGELINE,METFORMIN HCL,1,317.88
ANGELINE,METFORMIN HCL ER,1,216.26
ANGELINE,METHOCARBAMOL,1,1167.78
ANGELINE,METOPROLOL SUCCINATE,1,1299.16
ANGELINE,METOPROLOL TARTRATE,1,240.94
ANGELINE,MONTELUKAST SODIUM,1,690.14
ANGELINE,NEXIUM,1,6272.7
ANGELINE,NORTRIPTYLINE HCL,1,213.85
ANGELINE,OMEPRAZOLE,1,2217.97
ANGELINE,OXYBUTYNIN CHLORIDE ER,1,3000.37
ANGELINE,OXYCODONE-ACETAMINOPHEN,1,458.33
ANGELINE,PANTOPRAZOLE SODIUM,1,760.59
ANGELINE,PAROXETINE HCL,1,209.92
ANGELINE,PHENOBARBITAL,1,138.38
ANGELINE,POLYETHYLENE GLYCOL 3350,1,215.66
ANGELINE,POTASSIUM CHLORIDE,1,1815.0
ANGELINE,PRAMIPEXOLE DIHYDROCHLORIDE,1,977.79
ANGELINE,PRAVASTATIN SODIUM,1,1565.41
ANGELINE,PRAZOSIN HCL,1,294.14
ANGELINE,PROAIR HFA,1,1374.16
ANGELINE,PROPRANOLOL HCL,1,771.58
ANGELINE,QUETIAPINE FUMARATE,1,447.3
ANGELINE,RANITIDINE HCL,1,240.44
ANGELINE,SERTRALINE HCL,1,363.61
ANGELINE,SIMVASTATIN,1,1188.02
ANGELINE,SPIRONOLACTONE,1,592.81
ANGELINE,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,95.83
ANGELINE,SUMATRIPTAN SUCCINATE,1,307.38
ANGELINE,SYMBICORT,1,6670.12
ANGELINE,SYNTHROID,1,655.2
ANGELINE,TAMSULOSIN HCL,1,877.1
ANGELINE,TOLTERODINE TARTRATE,1,2564.69
ANGELINE,TORSEMIDE,1,231.92
ANGELINE,TRAMADOL HCL,1,175.29
ANGELINE,TRAZODONE HCL,1,663.87
ANGELINE,TRIAMTERENE-HYDROCHLOROTHIAZID,1,247.81
ANGELINE,VENLAFAXINE HCL ER,1,1375.31
ANGELINE,VIIBRYD,1,2401.26
ANGELINE,WARFARIN SODIUM,1,392.33
ANGELINE,ZOLPIDEM TARTRATE,1,321.33
VIDEX,1,2634.2
NEPHROCAPS,1,1368.48
SELECT-OB + DHA,3,6473.580000000001
ANAPROX DS,2,12234.369999999999
OSCIMIN SL,1,453.29
EDWARD,AZITHROMYCIN,1,128.36
EDWARD,HYDROCODONE-ACETAMINOPHEN,2,241.57999999999998
EDWARD,METHYLPREDNISOLONE,1,300.47
CLINDAMYCIN PHOSPHATE-D5W,6,5321.459999999999
RONALD,ALPRAZOLAM,1,159.93
RONALD,BUSPIRONE HCL,1,65.54
RONALD,DIVALPROEX SODIUM,1,369.39
RONALD,OXCARBAZEPINE,1,335.73
RONALD,RISPERIDONE,1,566.96
IRINA,ABILIFY,1,15022.26
IRINA,ALPRAZOLAM,1,499.62
IRINA,AMITRIPTYLINE HCL,1,257.95
IRINA,BUPROPION XL,1,716.51
IRINA,BUSPIRONE HCL,1,1184.75
IRINA,CITALOPRAM HBR,1,375.36
IRINA,CLONAZEPAM,1,854.54
IRINA,DIAZEPAM,1,209.85
IRINA,DIVALPROEX SODIUM,1,337.69
IRINA,DIVALPROEX SODIUM ER,1,5065.25
IRINA,DONEPEZIL HCL,1,164.69
IRINA,DULOXETINE HCL,1,12543.26
IRINA,ESCITALOPRAM OXALATE,1,2230.24
IRINA,FLUOXETINE HCL,1,1010.94
IRINA,GABAPENTIN,1,187.9
IRINA,HYDROXYZINE HCL,1,1246.62
IRINA,INVEGA,1,12994.29
IRINA,LAMOTRIGINE,1,1414.49
IRINA,LITHIUM CARBONATE,1,35.19
IRINA,LITHIUM CARBONATE ER,1,221.1
IRINA,LORAZEPAM,1,639.88
IRINA,MIRTAZAPINE,1,662.34
IRINA,OLANZAPINE,1,3027.24
IRINA,OXCARBAZEPINE,1,318.2
IRINA,PAROXETINE HCL,1,262.41
IRINA,PRISTIQ ER,1,13909.99
IRINA,PROPRANOLOL HCL,1,182.58
IRINA,QUETIAPINE FUMARATE,1,1700.27
IRINA,RISPERIDONE,1,634.52
IRINA,ROZEREM,1,3721.31
IRINA,SEROQUEL XR,1,24827.75
IRINA,SERTRALINE HCL,1,667.45
IRINA,TEMAZEPAM,1,195.08
IRINA,TOPIRAMATE,1,269.2
IRINA,TRAZODONE HCL,1,1602.31
IRINA,TRIFLUOPERAZINE HCL,1,873.66
IRINA,VENLAFAXINE HCL ER,1,629.34
IRINA,ZOLPIDEM TARTRATE,1,1217.1
VICTRELIS,1,80014.0
VINCENT,PENICILLIN V POTASSIUM,1,154.65
BARNEY,AMOXICILLIN-CLAVULANATE POTASS,1,190.0
BARNEY,AZITHROMYCIN,1,245.13
BARNEY,CEPHALEXIN,1,97.18
BARNEY,CIPROFLOXACIN HCL,1,179.72
BARNEY,HYDROCODONE-ACETAMINOPHEN,1,1400.5
BARNEY,HYDROMORPHONE HCL,1,74.9
BARNEY,LEVOFLOXACIN,1,121.58
BARNEY,LORAZEPAM,1,76.24
BARNEY,METRONIDAZOLE,1,165.77
BARNEY,ONDANSETRON ODT,1,1165.7
BARNEY,OXYCODONE-ACETAMINOPHEN,1,1357.97
BARNEY,PREDNISONE,1,235.1
BARNEY,PROMETHAZINE HCL,1,108.59
BARNEY,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,103.51
PHENTOLAMINE MESYLATE,2,8010.4800000000005
JOSEPH,ACETAMINOPHEN-CODEINE,2,1085.44
JOSEPH,ADVAIR DISKUS,3,46935.59
JOSEPH,ALENDRONATE SODIUM,1,278.99
JOSEPH,ALLOPURINOL,2,2230.51
JOSEPH,ALPRAZOLAM,2,745.7099999999999
JOSEPH,AMITRIPTYLINE HCL,2,1049.73
JOSEPH,ANDROGEL,1,13711.98
JOSEPH,BISOPROLOL-HYDROCHLOROTHIAZIDE,1,499.32
JOSEPH,CALCITRIOL,1,1044.39
JOSEPH,CARISOPRODOL,2,1910.81
JOSEPH,CHLORTHALIDONE,1,1151.69
JOSEPH,CICLOPIROX,1,168.04
JOSEPH,CITALOPRAM HBR,2,523.27
JOSEPH,CLONAZEPAM,3,545.02
JOSEPH,CLOTRIMAZOLE-BETAMETHASONE,1,620.03
JOSEPH,COMBIVENT RESPIMAT,2,11078.53
JOSEPH,CYCLOBENZAPRINE HCL,2,451.51
JOSEPH,DEXILANT,1,4359.06
JOSEPH,DIGOXIN,1,1109.15
JOSEPH,DIVALPROEX SODIUM ER,1,1001.4
JOSEPH,DOXAZOSIN MESYLATE,2,975.3
JOSEPH,DULOXETINE HCL,2,11251.75
JOSEPH,ELIQUIS,3,26921.249999999996
JOSEPH,ENABLEX,1,2952.35
JOSEPH,ENALAPRIL MALEATE,2,1902.94
JOSEPH,ESCITALOPRAM OXALATE,2,145.51999999999998
JOSEPH,FELODIPINE ER,1,583.27
JOSEPH,FINASTERIDE,1,1051.96
JOSEPH,FLUOCINONIDE,1,773.06
JOSEPH,GABAPENTIN,3,6494.0599999999995
JOSEPH,GLIPIZIDE,2,208.15
JOSEPH,GLYBURIDE-METFORMIN HCL,1,94.73
JOSEPH,HUMALOG,1,9653.13
JOSEPH,HUMALOG KWIKPEN U-100,1,18199.38
JOSEPH,HYDROCORTISONE,1,464.2
JOSEPH,HYDROXYZINE HCL,1,138.36
JOSEPH,INVOKANA,1,19535.9
JOSEPH,IRBESARTAN,1,1347.27
JOSEPH,LANTUS,1,6944.42
JOSEPH,LANTUS SOLOSTAR,1,18543.69
JOSEPH,LEVEMIR,1,9167.4
JOSEPH,LEVEMIR FLEXTOUCH,1,5021.7
JOSEPH,LISINOPRIL-HYDROCHLOROTHIAZIDE,2,601.71
JOSEPH,LITHIUM CARBONATE,1,52.0
JOSEPH,LOVASTATIN,1,1860.3
JOSEPH,LYRICA,2,24530.15
JOSEPH,MECLIZINE HCL,1,263.31
JOSEPH,MELOXICAM,2,783.25
JOSEPH,METFORMIN HCL ER,2,4586.62
JOSEPH,METHOTREXATE,1,1523.52
JOSEPH,METHYLPHENIDATE HCL,2,2097.56
JOSEPH,METOPROLOL SUCCINATE,2,4758.51
JOSEPH,METOPROLOL TARTRATE,2,730.02
JOSEPH,NATEGLINIDE,1,894.95
JOSEPH,NOVOFINE 32,1,978.01
JOSEPH,OXYBUTYNIN CHLORIDE,2,2232.7599999999998
JOSEPH,OXYBUTYNIN CHLORIDE ER,1,1916.3
JOSEPH,OXYCODONE HCL,2,2875.25
JOSEPH,PERPHENAZINE,1,660.4
JOSEPH,PHENYTOIN SODIUM EXTENDED,1,355.17
JOSEPH,PIOGLITAZONE HCL,1,1159.75
JOSEPH,POTASSIUM CHLORIDE,2,3386.84
JOSEPH,PRADAXA,1,3886.74
JOSEPH,PREDNISONE,2,727.51
JOSEPH,PROVENTIL HFA,1,927.4
JOSEPH,RAMIPRIL,1,154.75
JOSEPH,RANITIDINE HCL,2,2054.35
JOSEPH,SAVELLA,1,5537.61
JOSEPH,SERTRALINE HCL,2,607.77
JOSEPH,SPIRIVA,3,38986.62
JOSEPH,SPIRONOLACTONE,3,702.9300000000001
JOSEPH,SPIRONOLACTONE-HCTZ,1,1710.83
JOSEPH,SYMBICORT,2,16784.72
JOSEPH,SYNTHROID,2,1970.47
JOSEPH,THEOPHYLLINE ANHYDROUS,1,522.62
JOSEPH,TRAZODONE HCL,2,829.78
JOSEPH,VENLAFAXINE HCL ER,2,493.78
JOSEPH,VENTOLIN HFA,2,4393.89
JOSEPH,VICTOZA 3-PAK,1,16225.41
JOSEPH,WARFARIN SODIUM,2,896.19
ELIZABETH,AMITRIPTYLINE HCL,1,388.61
ELIZABETH,BACLOFEN,1,408.09
ELIZABETH,CELECOXIB,1,735.0
ELIZABETH,GABAPENTIN,1,76.09
ELIZABETH,TRAMADOL HCL,1,131.06
ELIZABETH,TRAMADOL HCL ER,1,4390.76
BACIIM,1,1486.23
EPANED,4,19610.520000000004
GYNAZOLE 1,2,2110.7
OXACILLIN,2,7871.139999999999
SECONAL SODIUM,11,218390.51
DIFFERIN,7,22576.68
COLAZAL,4,33186.35
TRICITRATES,5,2883.64
NEPHRO-VITE RX,6,1929.41
FOSCARNET SODIUM,2,6363.370000000001
SODIUM SULFACETAMIDE,5,5280.209999999999
WILLIAM,CHLORHEXIDINE GLUCONATE,3,198.93
WALLACE,ADVAIR DISKUS,1,3420.22
WALLACE,ALPRAZOLAM,1,112.25
WALLACE,AMOXICILLIN,1,791.55
WALLACE,AMOXICILLIN-CLAVULANATE POTASS,1,2792.95
WALLACE,ATORVASTATIN CALCIUM,1,159.5
WALLACE,AZITHROMYCIN,1,3021.99
WALLACE,BYSTOLIC,1,816.95
WALLACE,CEFDINIR,1,1526.09
WALLACE,CELECOXIB,1,4434.78
WALLACE,CEPHALEXIN,1,116.73
WALLACE,CIPROFLOXACIN HCL,1,80.59
WALLACE,CLINDAMYCIN HCL,1,197.11
WALLACE,DEXAMETHASONE SODIUM PHOSPHATE,1,3119.69
WALLACE,DOXYCYCLINE HYCLATE,1,3314.21
WALLACE,FLUCONAZOLE,1,476.32
WALLACE,FLUTICASONE PROPIONATE,1,575.45
WALLACE,GABAPENTIN,1,307.09
WALLACE,GENTAMICIN SULFATE,1,274.31
WALLACE,IPRATROPIUM BROMIDE,1,4715.2
WALLACE,LEVOFLOXACIN,1,1196.82
WALLACE,LORAZEPAM,1,314.48
WALLACE,MECLIZINE HCL,1,118.18
WALLACE,MELOXICAM,1,21.34
WALLACE,MONTELUKAST SODIUM,1,1044.08
WALLACE,MUPIROCIN,1,619.2
WALLACE,NAPROXEN,1,360.35
WALLACE,NEXIUM,1,22650.21
WALLACE,NYSTATIN,1,203.85
WALLACE,NYSTATIN-TRIAMCINOLONE,1,1889.24
WALLACE,OFLOXACIN,1,1716.73
WALLACE,OMEPRAZOLE,1,4409.68
WALLACE,PANTOPRAZOLE SODIUM,1,329.08
WALLACE,PREDNISONE,1,1224.79
WALLACE,RANITIDINE HCL,1,1860.76
WALLACE,SODIUM CHLORIDE,1,1024.26
WALLACE,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,51.76
WALLACE,TAMIFLU,1,2559.82
WALLACE,TRAMADOL HCL,1,49.61
WALLACE,TRIAMCINOLONE ACETONIDE,1,96.7
WALLACE,TRIAMTERENE-HYDROCHLOROTHIAZID,1,198.08
WALLACE,ZOLPIDEM TARTRATE,1,47.55
DIANEAL WITH 1.5% DEXTROSE,2,40339.91
OMNIPRED,5,11051.19
ZATEAN-PN,1,522.52
NEXA PLUS,1,1338.49
PEGINTRON,2,53798.810000000005
CAREFINE PEN NEEDLE,4,689.8399999999999
METOZOLV ODT,1,16408.07
PHENTERMINE HCL,3,365.41
ROBAXIN,5,282527.71
JOHN,AMOXICILLIN,2,202.92000000000002
JOHN,DENTA 5000 PLUS,1,87.09
JOHN,PREVIDENT 5000 PLUS,1,146.53
JOHN,SF 5000 PLUS,1,155.05
ACANYA,3,16970.17
CLEOCIN,1,3502.62
NOR-Q-D,2,1512.3400000000001
FORTAZ,1,221.34
DEPACON,1,55314.48
KENNETH,AMOXICILLIN,2,398.3
KENNETH,CEPHALEXIN,2,142.34
KENNETH,CHLORHEXIDINE GLUCONATE,1,104.56
KENNETH,HYDROCODONE-ACETAMINOPHEN,3,10993.150000000001
REPATHA SURECLICK,12,281083.00999999995
TOPCARE CLICKFINE,1,266.04
DEPLIN-ALGAL OIL,1,743.02
GRIS-PEG,3,10481.26
KENNETH,ACETAMINOPHEN-CODEINE,1,319.13
KENNETH,ADVAIR DISKUS,2,31098.55
KENNETH,AGGRENOX,1,6459.98
KENNETH,ALENDRONATE SODIUM,1,704.29
KENNETH,ALLOPURINOL,1,461.44
KENNETH,ALPRAZOLAM,2,580.1
KENNETH,AMIODARONE HCL,1,1159.29
KENNETH,AMITIZA,1,4994.32
KENNETH,AMITRIPTYLINE HCL,1,1540.6
KENNETH,AMLODIPINE BESYLATE,2,1162.48
KENNETH,AMLODIPINE BESYLATE-BENAZEPRIL,1,1310.99
KENNETH,AMOXICILLIN-CLAVULANATE POTASS,1,440.19
KENNETH,APIDRA,1,2409.64
KENNETH,ATENOLOL,1,676.43
KENNETH,ATORVASTATIN CALCIUM,1,5642.08
KENNETH,AVODART,1,3696.51
KENNETH,AZELASTINE HCL,1,2802.98
KENNETH,AZITHROMYCIN,1,419.09
KENNETH,BACLOFEN,1,986.43
KENNETH,BD ULTRA-FINE PEN NEEDLE,1,2831.96
KENNETH,BENAZEPRIL HCL,2,572.86
KENNETH,BENICAR,1,16686.66
KENNETH,BENICAR HCT,1,5690.8
KENNETH,BUMETANIDE,1,573.82
KENNETH,BYSTOLIC,1,7800.56
KENNETH,CARBIDOPA-LEVODOPA,1,682.26
KENNETH,CARISOPRODOL,1,67.03
KENNETH,CARVEDILOL,1,903.98
KENNETH,CEFDINIR,1,837.13
KENNETH,CEFUROXIME,1,3311.68
KENNETH,CELECOXIB,1,9310.55
KENNETH,CHLORDIAZEPOXIDE HCL,1,218.23
KENNETH,CHOLESTYRAMINE LIGHT,1,1738.95
KENNETH,CILOSTAZOL,1,233.37
KENNETH,CIPROFLOXACIN HCL,1,175.19
KENNETH,CITALOPRAM HBR,1,801.32
KENNETH,CLONAZEPAM,2,201.35
KENNETH,CLOPIDOGREL,1,2329.95
KENNETH,COMBIVENT RESPIMAT,1,10620.26
KENNETH,CRESTOR,1,84022.38
KENNETH,CYCLOBENZAPRINE HCL,1,842.15
KENNETH,DEXILANT,1,7077.85
KENNETH,DIAZEPAM,2,256.13
KENNETH,DICLOFENAC SODIUM,1,496.05
KENNETH,DIGOX,1,1157.38
KENNETH,DIGOXIN,1,1139.81
KENNETH,DILTIAZEM 24HR CD,1,1367.08
KENNETH,DONEPEZIL HCL,1,901.83
KENNETH,DOXAZOSIN MESYLATE,1,241.08
KENNETH,DOXYCYCLINE HYCLATE,1,4016.0
KENNETH,DULOXETINE HCL,1,7083.51
KENNETH,ENALAPRIL MALEATE,1,875.43
KENNETH,ESCITALOPRAM OXALATE,1,424.71
KENNETH,ESZOPICLONE,1,1015.21
KENNETH,FAMOTIDINE,1,172.39
KENNETH,FENOFIBRATE,3,14026.029999999999
KENNETH,FENTANYL,1,5795.56
KENNETH,FINASTERIDE,1,734.9
KENNETH,FLUCONAZOLE,1,161.29
KENNETH,FLUOXETINE HCL,1,332.13
KENNETH,FLUTICASONE PROPIONATE,1,708.11
KENNETH,FUROSEMIDE,2,1086.87
KENNETH,GABAPENTIN,2,4639.79
KENNETH,GLIMEPIRIDE,1,1627.82
KENNETH,HUMALOG KWIKPEN U-100,1,8440.58
KENNETH,HYDRALAZINE HCL,1,289.29
KENNETH,HYDROCHLOROTHIAZIDE,2,695.49
KENNETH,INSULIN SYRINGE,1,583.57
KENNETH,INVOKAMET,1,4976.28
KENNETH,INVOKANA,1,13747.72
KENNETH,ISOSORBIDE MONONITRATE ER,1,1793.23
KENNETH,JANTOVEN,1,424.96
KENNETH,JANUMET,1,6984.01
KENNETH,JANUMET XR,1,5032.64
KENNETH,JANUVIA,1,36317.64
KENNETH,LANSOPRAZOLE,1,1597.24
KENNETH,LANTUS,1,21394.31
KENNETH,LANTUS SOLOSTAR,1,38613.65
KENNETH,LEVEMIR,1,4062.46
KENNETH,LEVEMIR FLEXTOUCH,1,26142.34
KENNETH,LEVETIRACETAM,1,204.91
KENNETH,LEVOFLOXACIN,1,108.42
KENNETH,LEVOTHYROXINE SODIUM,2,17685.489999999998
KENNETH,LINZESS,1,10535.51
KENNETH,LISINOPRIL,2,2397.8599999999997
KENNETH,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,555.29
KENNETH,LORAZEPAM,1,828.8
KENNETH,LOSARTAN POTASSIUM,2,1328.51
KENNETH,LOSARTAN-HYDROCHLOROTHIAZIDE,1,466.19
KENNETH,LOVASTATIN,1,256.5
KENNETH,LYRICA,1,22431.0
KENNETH,MECLIZINE HCL,1,553.56
KENNETH,MELOXICAM,1,343.85
KENNETH,METFORMIN HCL,2,2026.8799999999999
KENNETH,METFORMIN HCL ER,1,1025.96
KENNETH,METOLAZONE,1,349.13
KENNETH,METOPROLOL SUCCINATE,2,9324.56
KENNETH,METOPROLOL TARTRATE,2,1095.0700000000002
KENNETH,MIRTAZAPINE,1,527.32
KENNETH,MONTELUKAST SODIUM,1,1852.17
KENNETH,MORPHINE SULFATE,1,573.16
KENNETH,MORPHINE SULFATE ER,2,9847.65
KENNETH,NAMENDA XR,1,15257.14
KENNETH,NAPROXEN,1,80.86
KENNETH,NASONEX,1,3703.7
KENNETH,NEXIUM,1,44625.14
KENNETH,NIACIN ER,1,15586.09
KENNETH,NIFEDIPINE ER,1,327.91
KENNETH,NITROGLYCERIN PATCH,1,265.44
KENNETH,NITROSTAT,1,706.25
KENNETH,NORTRIPTYLINE HCL,1,177.89
KENNETH,NOVOLOG,1,6659.26
KENNETH,NOVOLOG FLEXPEN,1,31188.87
KENNETH,OLANZAPINE,1,112.77
KENNETH,OMEGA-3 ACID ETHYL ESTERS,1,16558.55
KENNETH,OMEPRAZOLE,2,3496.41
KENNETH,OXYBUTYNIN CHLORIDE,1,462.56
KENNETH,OXYBUTYNIN CHLORIDE ER,1,522.92
KENNETH,OXYCODONE HCL,1,2347.42
KENNETH,OXYCODONE-ACETAMINOPHEN,1,10325.82
KENNETH,OXYCONTIN,1,2798.77
KENNETH,PANTOPRAZOLE SODIUM,1,2558.09
KENNETH,PAROXETINE HCL,1,91.62
KENNETH,PENTOXIFYLLINE,1,220.99
KENNETH,PERPHENAZINE,1,872.28
KENNETH,PHENOBARBITAL,1,785.19
KENNETH,PIOGLITAZONE HCL,1,1326.56
KENNETH,POLYETHYLENE GLYCOL 3350,1,664.9
KENNETH,POTASSIUM CHLORIDE,2,3465.73
KENNETH,PRADAXA,1,6519.3
KENNETH,PRAVASTATIN SODIUM,2,8311.56
KENNETH,PREDNISONE,1,584.5
KENNETH,PRISTIQ ER,1,4718.45
KENNETH,PROAIR HFA,2,5823.45
KENNETH,PYRIDOSTIGMINE BROMIDE,1,231.77
KENNETH,QUETIAPINE FUMARATE,1,280.29
KENNETH,QUINAPRIL HCL,1,230.3
KENNETH,RABEPRAZOLE SODIUM,1,935.66
KENNETH,RAMIPRIL,1,475.04
KENNETH,RANEXA,1,13429.83
KENNETH,RANITIDINE HCL,1,138.96
KENNETH,ROPINIROLE HCL,1,1212.51
KENNETH,SERTRALINE HCL,1,975.0
KENNETH,SIMVASTATIN,2,2023.1299999999999
KENNETH,SPIRIVA,2,51958.33
KENNETH,SPIRONOLACTONE,1,338.94
KENNETH,SUCRALFATE,1,1153.23
KENNETH,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,85.01
KENNETH,SYMBICORT,1,19002.56
KENNETH,SYNTHROID,1,1281.01
KENNETH,TAMSULOSIN HCL,1,3467.97
KENNETH,TIZANIDINE HCL,1,577.06
KENNETH,TOPIRAMATE,1,163.41
KENNETH,TOPROL XL,1,1299.7
KENNETH,TORSEMIDE,1,107.49
KENNETH,TRADJENTA,1,19746.57
KENNETH,TRAMADOL HCL,2,705.4699999999999
KENNETH,TRAZODONE HCL,1,154.26
KENNETH,TRIAMCINOLONE ACETONIDE,1,393.78
KENNETH,UNIFINE PENTIPS,1,212.18
KENNETH,VALSARTAN,1,3859.77
KENNETH,VALSARTAN-HYDROCHLOROTHIAZIDE,1,2333.49
KENNETH,VASCEPA,1,5259.05
KENNETH,VENLAFAXINE HCL ER,1,131.51
KENNETH,VENTOLIN HFA,1,3327.29
KENNETH,VERAPAMIL HCL,1,44.4
KENNETH,WARFARIN SODIUM,2,1288.9099999999999
KENNETH,WELCHOL,1,35921.82
KENNETH,XARELTO,1,7093.65
KENNETH,ZETIA,1,63215.34
KENNETH,ZOLPIDEM TARTRATE,1,209.84
KENNETH,ZOSTAVAX,1,4351.48
TETANUS TOXOID ADSORBED,5,4095.4400000000005
BUPIVACAINE HCL,5,1512.1299999999999
TABLOID,10,95871.68
SIVEXTRO,8,513284.2899999999
SIGNIFOR LAR,1,129888.96
EDUARDO,ACETAMINOPHEN-CODEINE,1,134.98
EDUARDO,AMITRIPTYLINE HCL,1,2040.04
EDUARDO,BACLOFEN,1,1492.64
EDUARDO,CELECOXIB,1,1086.42
EDUARDO,CYCLOBENZAPRINE HCL,1,1462.76
EDUARDO,DULOXETINE HCL,1,962.31
EDUARDO,ENDOCET,1,4125.78
EDUARDO,FENTANYL,1,7235.01
EDUARDO,GABAPENTIN,1,9474.02
EDUARDO,HYDROCODONE-ACETAMINOPHEN,1,14682.77
EDUARDO,HYDROCODONE-IBUPROFEN,1,1217.72
EDUARDO,IBUPROFEN,1,318.5
EDUARDO,LIDOCAINE,1,17656.72
EDUARDO,LYRICA,1,34368.48
EDUARDO,MELOXICAM,1,338.1
EDUARDO,METHADONE HCL,1,711.66
EDUARDO,METHOCARBAMOL,1,440.69
EDUARDO,MORPHINE SULFATE,1,175.96
EDUARDO,MORPHINE SULFATE ER,1,12872.0
EDUARDO,OXYCODONE HCL,1,5102.02
EDUARDO,OXYCODONE HCL ER,1,3566.47
EDUARDO,OXYCODONE-ACETAMINOPHEN,1,46515.42
EDUARDO,OXYCONTIN,1,49595.21
EDUARDO,PROMETHAZINE HCL,1,278.37
EDUARDO,TIZANIDINE HCL,1,6259.73
EDUARDO,TOPIRAMATE,1,485.15
EDUARDO,TRAMADOL HCL,1,1104.61
EDUARDO,VENLAFAXINE HCL,1,475.31
EDUARDO,VOLTAREN,1,3518.3
FELDENE,5,15116.13
VICOPROFEN,5,17233.800000000003
XYLOCAINE,1,915.29
CLOCORTOLONE PIVALATE,15,156175.16
THEODORE,CARBIDOPA-LEVODOPA,1,459.0
THEODORE,DONEPEZIL HCL,1,1221.78
THEODORE,EXELON,1,5297.33
AVEED,2,22992.27
DECITABINE,3,366787.51
GILDESS 24 FE,1,702.31
PENLAC,3,11415.75
